pos	ind	depth
666	ST-2.2	10
667	xaa	28
667	xab	24
667	xac	16
667	xad	13
667	ST-1.1	3
667	ST-1.2	18
667	ST-1.3	10
667	ST-2.1	6
667	ST-2.2	10
668	xaa	28
668	xab	24
668	xac	16
668	xad	12
668	ST-1.1	3
668	ST-1.2	18
668	ST-1.3	10
668	ST-2.1	6
668	ST-2.2	11
669	xaa	28
669	xab	24
669	xac	16
669	xad	12
669	ST-1.1	3
669	ST-1.2	18
669	ST-1.3	10
669	ST-2.1	5
669	ST-2.2	10
670	xaa	28
670	xab	22
670	xac	16
670	xad	12
670	ST-1.1	4
670	ST-1.2	22
670	ST-1.3	10
670	ST-2.1	5
670	ST-2.2	10
671	xaa	28
671	xab	22
671	xac	16
671	xad	12
671	ST-1.1	4
671	ST-1.2	23
671	ST-1.3	10
671	ST-2.1	5
671	ST-2.2	10
672	xaa	28
672	xab	22
672	xac	16
672	xad	12
672	ST-1.1	4
672	ST-1.2	23
672	ST-1.3	10
672	ST-2.1	5
672	ST-2.2	10
673	xaa	28
673	xab	23
673	xac	16
673	xad	12
673	ST-1.1	4
673	ST-1.2	23
673	ST-1.3	10
673	ST-2.1	5
673	ST-2.2	10
674	xaa	28
674	xab	24
674	xac	16
674	xad	12
674	ST-1.1	4
674	ST-1.2	23
674	ST-1.3	10
674	ST-2.1	5
674	ST-2.2	10
675	xaa	28
675	xab	24
675	xac	16
675	xad	12
675	ST-1.1	4
675	ST-1.2	23
675	ST-1.3	10
675	ST-2.1	5
675	ST-2.2	10
676	xaa	28
676	xab	24
676	xac	16
676	xad	12
676	ST-1.1	4
676	ST-1.2	23
676	ST-1.3	10
676	ST-2.1	4
676	ST-2.2	10
677	xaa	29
677	xab	24
677	xac	16
677	xad	12
677	ST-1.1	4
677	ST-1.2	23
677	ST-1.3	10
677	ST-2.1	4
677	ST-2.2	10
678	xaa	28
678	xab	23
678	xac	16
678	xad	12
678	ST-1.1	4
678	ST-1.2	23
678	ST-1.3	10
678	ST-2.1	4
678	ST-2.2	11
679	xaa	28
679	xab	23
679	xac	16
679	xad	12
679	ST-1.1	4
679	ST-1.2	23
679	ST-1.3	10
679	ST-2.1	4
679	ST-2.2	11
680	xaa	28
680	xab	23
680	xac	16
680	xad	12
680	ST-1.1	4
680	ST-1.2	23
680	ST-1.3	10
680	ST-2.1	4
680	ST-2.2	11
681	xaa	25
681	xab	22
681	xac	16
681	xad	15
681	ST-1.1	4
681	ST-1.2	23
681	ST-1.3	10
681	ST-2.1	4
681	ST-2.2	11
682	xaa	25
682	xab	22
682	xac	16
682	xad	15
682	ST-1.1	4
682	ST-1.2	23
682	ST-1.3	9
682	ST-2.1	4
682	ST-2.2	11
683	xaa	25
683	xab	22
683	xac	16
683	xad	15
683	ST-1.1	4
683	ST-1.2	22
683	ST-1.3	8
683	ST-2.1	4
683	ST-2.2	11
684	xaa	25
684	xab	22
684	xac	16
684	xad	15
684	ST-1.1	4
684	ST-1.2	22
684	ST-1.3	7
684	ST-2.1	4
684	ST-2.2	11
685	xaa	25
685	xab	21
685	xac	16
685	xad	15
685	ST-1.1	4
685	ST-1.2	19
685	ST-1.3	6
685	ST-2.1	4
685	ST-2.2	11
686	xaa	26
686	xab	21
686	xac	16
686	xad	15
686	ST-1.1	4
686	ST-1.2	18
686	ST-1.3	6
686	ST-2.1	4
686	ST-2.2	11
687	xaa	25
687	xab	21
687	xac	16
687	xad	15
687	ST-1.1	4
687	ST-1.2	18
687	ST-1.3	6
687	ST-2.1	4
687	ST-2.2	11
688	xaa	25
688	xab	21
688	xac	16
688	xad	15
688	ST-1.1	5
688	ST-1.2	18
688	ST-1.3	8
688	ST-2.1	4
688	ST-2.2	11
689	xaa	25
689	xab	22
689	xac	16
689	xad	15
689	ST-1.1	5
689	ST-1.2	18
689	ST-1.3	8
689	ST-2.1	4
689	ST-2.2	11
690	xaa	25
690	xab	22
690	xac	16
690	xad	15
690	ST-1.1	5
690	ST-1.2	18
690	ST-1.3	8
690	ST-2.1	4
690	ST-2.2	11
